asset_kind,benchmark,rule_id,title,severity,enabled,os_keys,plugin_id
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,1.2.2.1,"Ensure updates, patches, and additional security software are installed (Manual)",medium,True,"[""alibaba-linux""]",2494
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,1.6.3,Ensure system wide crypto policy macs are configured,medium,True,"[""alibaba-linux""]",2506
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,1.6.5,Ensure system wide crypto policy disables chacha20- poly1305 for ssh (Manual),medium,True,"[""alibaba-linux""]",2509
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,1.8.1,Ensure GDM login banner is configured,medium,True,"[""alibaba-linux""]",2518
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,1.8.2,Ensure GDM disable-user-list is configured,medium,True,"[""alibaba-linux""]",2519
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,1.8.6,Ensure XDMCP is not enabled,medium,True,"[""alibaba-linux""]",2523
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,2.1.22,Ensure X window server services are not in use,medium,True,"[""alibaba-linux""]",2546
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,2.1.24,Ensure only approved services are listening on a network interface (Manual),medium,True,"[""alibaba-linux""]",2548
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,3.1.1,Ensure IPv6 status is identified,medium,True,"[""alibaba-linux""]",2567
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,4.1.7,Ensure firewalld services and ports are configured,medium,True,"[""alibaba-linux""]",2602
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.2.3,Ensure pam_pwquality module is enabled,medium,True,"[""alibaba-linux""]",2641
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.1.1,Ensure password failed attempts lockout is configured,high,True,"[""alibaba-linux""]",2644
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.1.2,Ensure password unlock time is configured,medium,True,"[""alibaba-linux""]",2645
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.2.1,Ensure password number of changed characters is configured (Automated),high,True,"[""alibaba-linux""]",2647
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.2.2,Ensure password length is configured,medium,True,"[""alibaba-linux""]",2649
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.2.3,Ensure password complexity is configured,high,False,"[""alibaba-linux""]",2650
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.2.4,Ensure password same consecutive characters is configured (Automated),high,True,"[""alibaba-linux""]",2651
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.2.5,Ensure password maximum sequential characters is configured (Automated),high,True,"[""alibaba-linux""]",2652
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.3.3.3.1,Ensure password history remember is configured,high,True,"[""alibaba-linux""]",2655
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.4.1.1,Ensure password expiration is configured,medium,True,"[""alibaba-linux""]",2662
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.4.1.3,Ensure password expiration warning days is configured,medium,True,"[""alibaba-linux""]",2664
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.4.1.5,Ensure inactive password lock is configured,medium,True,"[""alibaba-linux""]",2666
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.4.2.6,Ensure root user umask is configured,medium,False,"[""alibaba-linux""]",2673
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,5.4.3.3,Ensure default user umask is configured,medium,False,"[""alibaba-linux""]",2658
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,6.2.1.1.3,Ensure journald log file rotation is configured,medium,True,"[""alibaba-linux""]",2686
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,6.2.2.4,Ensure rsyslog log file creation mode is configured,medium,False,"[""alibaba-linux""]",2697
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,6.2.2.5,Ensure rsyslog logging is configured,critical,True,"[""alibaba-linux""]",2698
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,6.2.2.7,Ensure rsyslog is not configured to receive logs from a remote client (Automated),medium,True,"[""alibaba-linux""]",2700
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,6.2.2.8,Ensure logrotate is configured,medium,True,"[""alibaba-linux""]",2701
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,6.3.2.1,Ensure audit log storage size is configured,medium,True,"[""alibaba-linux""]",2708
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,6.3.3.7,Ensure unsuccessful file access attempts are collected,medium,True,"[""alibaba-linux""]",2718
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,7.2.1,Ensure accounts in /etc/passwd use shadowed passwords,medium,True,"[""alibaba-linux""]",2762
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,7.2.6,Ensure no duplicate user names exist,medium,False,"[""alibaba-linux""]",2767
Cloud/SaaS,CIS_ALIBABA_CLOUD_LINUX_3_v2.0.0,7.2.9,Ensure local interactive user dot files access is configured,critical,True,"[""alibaba-linux""]",2770
Cloud/SaaS,CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.9,Ensure CloudWatch is set up for WorkSpaces,medium,True,"[""aws-account""]",22478
Cloud/SaaS,CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.13,Ensure Workspaces images are not older than 90 days.,medium,True,"[""aws-account""]",19996
Cloud/SaaS,CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,4.3,Ensure Workdocs access is limited to a range of allowable IP addresses (Manual),medium,True,"[""aws-account""]",23459
Cloud/SaaS,CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,4.4,Utilize site wide activity feed for monitoring.,medium,True,"[""aws-account""]",23460
Cloud/SaaS,CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,4.5,Ensure new users can only be invited from allowed domains.,medium,True,"[""aws-account""]",23466
Cloud/SaaS,CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,4.8,Ensure any user that has not accessed WorkDocs in 30 days is set to inactive. (Manual),medium,True,"[""aws-account""]",23849
Cloud/SaaS,CIS_AWS_Storage_Services_Benchmark_v1.0.0,5.3,Ensure Storage Classes are Configured,medium,True,"[""aws-account""]",20972
Cloud/SaaS,CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.10,Ensure execution of a Disaster Recovery Failover,medium,True,"[""aws-account""]",21345
Cloud/SaaS,CIS_Azure_Compute_Microsoft_Windows_Server_2019_Benchmark_v1.0.0.-ARCHIVE,18.3.1,Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)' (Automated),critical,True,"[""windows-server-2019""]",30990
Cloud/SaaS,CIS_Azure_Compute_Microsoft_Windows_Server_2022_Benchmark_v1.0.0-ARCHIVE,18.3.1,Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)' (Automated),critical,True,"[""windows-server-2022""]",31138
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,1.2,Ensure no root account access key exists,critical,True,"[""alibaba""]",31198
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,1.3,"Ensure MFA is enabled for the ""root"" account",critical,True,"[""alibaba""]",31199
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,1.4,Ensure that multi-factor authentication is enabled for all RAM users that have a console password (Automated),critical,True,"[""alibaba""]",31200
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,1.6,Ensure access keys are rotated every 90 days or less,medium,True,"[""alibaba""]",31202
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,1.15,"Ensure RAM policies that allow full ""*:*"" administrative privileges are not created (Automated)",medium,True,"[""alibaba""]",31210
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,1.16,Ensure RAM policies are attached only to groups or roles,medium,True,"[""alibaba""]",31211
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.1,Ensure that ActionTrail are configured to export copies of all Log entries (Automated),medium,True,"[""alibaba""]",31212
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.2,Ensure the OSS used to store ActionTrail logs is not publicly accessible (Automated),critical,True,"[""alibaba""]",31213
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.3,Ensure audit logs for multiple cloud resources are integrated with Log Service (Manual),medium,False,"[""alibaba""]",31214
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.4,Ensure Log Service is enabled for Container Service for Kubernetes (Manual),medium,True,"[""alibaba""]",31215
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.5,Ensure virtual network flow log service is enabled,medium,True,"[""alibaba""]",31216
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.6,Ensure Anti-DDoS access and security log service is enabled,medium,True,"[""alibaba""]",31217
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.7,Ensure Web Application Firewall access and security log service is enabled (Manual),medium,True,"[""alibaba""]",31218
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.8,Ensure Cloud Firewall access and security log analysis is enabled (Manual),medium,True,"[""alibaba""]",31219
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.9,"Ensure Security Center Network, Host and Security log analysis is enabled (Manual)",medium,True,"[""alibaba""]",31220
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.10,Ensure log monitoring and alerts are set up for RAM Role changes (Manual),medium,True,"[""alibaba""]",31221
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.11,Ensure log monitoring and alerts are set up for Cloud Firewall changes (Manual),medium,True,"[""alibaba""]",31222
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.12,Ensure log monitoring and alerts are set up for VPC network route changes (Manual),medium,True,"[""alibaba""]",26318
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.13,Ensure log monitoring and alerts are set up for VPC changes,medium,True,"[""alibaba""]",31223
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.14,Ensure log monitoring and alerts are set up for OSS permission changes (Manual),medium,True,"[""alibaba""]",31224
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.15,Ensure log monitoring and alerts are set up for RDS instance configuration changes (Manual),medium,True,"[""alibaba""]",31225
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.16,Ensure a log monitoring and alerts are set up for unauthorized API calls (Manual),medium,True,"[""alibaba""]",31226
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.17,Ensure a log monitoring and alerts are set up for Management Console sign-in without MFA (Manual),critical,True,"[""alibaba""]",31227
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.18,"Ensure a log monitoring and alerts are set up for usage of ""root"" account (Manual)",critical,True,"[""alibaba""]",31228
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.19,Ensure a log monitoring and alerts are set up for Management Console authentication failures (Manual),medium,True,"[""alibaba""]",31229
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.20,Ensure a log monitoring and alerts are set up for disabling or deletion of customer created CMKs (Manual),medium,True,"[""alibaba""]",31230
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.21,Ensure a log monitoring and alerts are set up for OSS bucket policy changes (Manual),medium,True,"[""alibaba""]",31231
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.22,Ensure a log monitoring and alerts are set up for security group changes (Manual),medium,True,"[""alibaba""]",31232
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,2.23,Ensure that Logstore data retention period is set 365 days or greater (Manual),medium,True,"[""alibaba""]",31233
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,3.3,Ensure VPC flow logging is enabled in all VPCs,medium,True,"[""alibaba""]",31236
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,3.4,"Ensure routing tables for VPC peering are ""least access""",medium,True,"[""alibaba""]",31237
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,3.5,Ensure the security group are configured with fine grained rules (Manual),medium,True,"[""alibaba""]",31238
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,4.1,Ensure that 'Unattached disks' are encrypted,medium,True,"[""alibaba""]",31239
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,4.2,Ensure that 'Virtual Machine's disk' are encrypted,medium,True,"[""alibaba""]",31240
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,4.5,Ensure that the latest OS Patches for all Virtual Machines are applied (Manual),medium,True,"[""alibaba""]",31241
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,4.6,Ensure that the endpoint protection for all Virtual Machines is installed (Manual),high,True,"[""alibaba""]",31242
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.1,Ensure that OSS bucket is not anonymously or publicly accessible (Automated),critical,True,"[""alibaba""]",31243
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.2,Ensure that there are no publicly accessible objects in storage buckets (Manual),critical,True,"[""alibaba""]",31244
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.3,Ensure that logging is enabled for OSS buckets,medium,True,"[""alibaba""]",31245
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.4,Ensure that 'Secure transfer required' is set to 'Enabled',medium,True,"[""alibaba""]",31246
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.5,Ensure that the shared URL signature expires within an hour,medium,True,"[""alibaba""]",31247
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.6,Ensure that URL signature is allowed only over https,medium,True,"[""alibaba""]",31248
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.7,Ensure network access rule for storage bucket is not set to publicly accessible (Automated),critical,True,"[""alibaba""]",31249
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.8,Ensure server-side encryption is set to 'Encrypt with Service Key' (Manual),medium,True,"[""alibaba""]",31250
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,5.9,Ensure server-side encryption is set to 'Encrypt with BYOK',medium,True,"[""alibaba""]",31251
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,6.1,Ensure that RDS instance requires all incoming connections to use SSL (Automated),medium,True,"[""alibaba""]",31252
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,6.2,Ensure that RDS Instances are not open to the world,medium,True,"[""alibaba""]",31253
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,6.3,Ensure that 'Auditing' is set to 'On' for applicable database instances (Automated),medium,True,"[""alibaba""]",31254
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,6.4,Ensure that 'Auditing' Retention is 'greater than 6 months',medium,True,"[""alibaba""]",31255
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,6.5,Ensure that 'TDE' is set to 'Enabled' on for applicable database instance (Automated),medium,True,"[""alibaba""]",31256
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,6.6,Ensure RDS instance TDE protector is encrypted with BYOK (Use your own key) (Automated),medium,True,"[""alibaba""]",31257
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.1,Ensure Log Service is set to 'Enabled' on Kubernetes Engine Clusters (Automated),medium,True,"[""alibaba""]",31259
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.2,Ensure CloudMonitor is set to Enabled on Kubernetes Engine Clusters (Automated),medium,True,"[""alibaba""]",31260
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.3,Ensure role-based access control (RBAC) authorization is Enabled on Kubernetes Engine Clusters (Automated),medium,True,"[""alibaba""]",31261
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.4,Ensure Cluster Check triggered at least once per week for Kubernetes Clusters (Automated),medium,True,"[""alibaba""]",31262
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.5,Ensure Kubernetes web UI / Dashboard is not enabled,medium,True,"[""alibaba""]",27133
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.7,Ensure Network policy is enabled on Kubernetes Engine Clusters (Automated),medium,True,"[""alibaba""]",28149
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.8,Ensure ENI multiple IP mode support for Kubernetes Cluster,medium,True,"[""alibaba""]",31263
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,7.9,Ensure Kubernetes Cluster is created with Private cluster enabled (Automated),medium,True,"[""alibaba""]",31264
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.1,Ensure that Security Center is Advanced or Enterprise Edition,medium,True,"[""alibaba""]",31265
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.2,Ensure that all assets are installed with security agent,medium,True,"[""alibaba""]",31266
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.3,Ensure that Automatic Quarantine is enabled,medium,True,"[""alibaba""]",28159
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.4,Ensure that Webshell detection is enabled on all web servers,medium,True,"[""alibaba""]",28702
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.5,Ensure that notification is enabled on all high risk items,medium,True,"[""alibaba""]",28831
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.6,Ensure that Config Assessment is granted with privilege,medium,True,"[""alibaba""]",28879
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.7,Ensure that scheduled vulnerability scan is enabled on all servers (Automated),medium,True,"[""alibaba""]",29054
Cloud/SaaS,CIS_CIS_Alibaba_Cloud_Foundation_Benchmark_v2.0.0,8.8,Ensure that Asset Fingerprint automatically collects asset fingerprint data (Manual),medium,True,"[""alibaba""]",31267
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,2.1,Ensure Secure Sign In for Teams is Enabled,medium,True,"[""digitalocean""]",955
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,2.2,Ensure Two Factor Authentication for all Accounts/ Teams is Enabled (Manual),medium,True,"[""digitalocean""]",951
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,2.3,Ensure SSH Keys are Audited,critical,True,"[""digitalocean""]",957
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,2.4,Ensure a Distribution List is used as the Team Contact Email,medium,True,"[""digitalocean""]",954
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,3.1,Ensure Legacy Tokens are Replaced with Scoped Tokens,medium,True,"[""digitalocean""]",958
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,3.2,Ensure Access Tokens Do Not Have Over-Provisioned Scopes (Manual),medium,True,"[""digitalocean""]",959
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,3.3,Ensure OAuth and Authorized Third-Party Applications are Appropriate (Automated),medium,True,"[""digitalocean""]",960
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,4.1,Ensure Role-Based Access Controls are Implemented,medium,True,"[""digitalocean""]",961
Cloud/SaaS,CIS_DigitalOcean_Foundations_Benchmark_v1.0.0,5.1,Ensure Security History is Reviewed Regularly,medium,True,"[""digitalocean""]",962
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,2.1,Ensure Backups are Enabled,medium,True,"[""digitalocean""]",963
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,2.2,Ensure a Firewall is Created,medium,True,"[""digitalocean""]",964
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,2.3,Ensure the Droplet is Connected to a Firewall,medium,True,"[""digitalocean""]",33252
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,2.7,Ensure SSH Keys are Used to Authenticate,critical,True,"[""digitalocean""]",968
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,3.1,Ensure Log Forwarding is Enabled,high,True,"[""digitalocean""]",970
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,3.2,Ensure an Upgrade Window is Defined,medium,True,"[""digitalocean""]",971
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,3.3,Ensure High Availability Control Plane is Enabled,medium,True,"[""digitalocean""]",972
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,4.1,Ensure Security History is Monitored,medium,True,"[""digitalocean""]",973
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,5.1,Ensure Access Control to Spaces are Set,medium,True,"[""digitalocean""]",975
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,5.2,Ensure Access and Secret Keys are Created,medium,True,"[""digitalocean""]",976
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,5.5,Ensure Spaces CDN is Enabled,medium,True,"[""digitalocean""]",979
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,5.6,Ensure CORS is Enabled,medium,True,"[""digitalocean""]",980
Cloud/SaaS,CIS_DigitalOcean_Services_Benchmark_v1.0.0,5.7,Ensure Unneeded Spaces Bucket are Destroyed,medium,True,"[""digitalocean""]",981
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.1,Ensure any changes to code are tracked in a version control platform (Manual),medium,True,"[""github""]",473
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.2,Ensure any change to code can be traced back to its associated task (Manual),medium,True,"[""github""]",474
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.3,Ensure any change to code receives approval of two strongly authenticated users (Automated),critical,True,"[""github""]",475
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.4,Ensure previous approvals are dismissed when updates are introduced to a code change proposal (Manual),medium,True,"[""github""]",476
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.5,Ensure there are restrictions on who can dismiss code change reviews (Manual),medium,True,"[""github""]",478
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.6,Ensure code owners are set for extra sensitive code or configuration (Manual),medium,True,"[""github""]",479
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.7,Ensure code owner's review is required when a change affects owned code (Manual),medium,True,"[""github""]",480
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.8,Ensure inactive branches are periodically reviewed and removed (Manual),medium,True,"[""github""]",481
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.9,Ensure all checks have passed before merging new code,medium,True,"[""github""]",482
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.10,Ensure open Git branches are up to date before they can be merged into code base (Manual),medium,True,"[""github""]",483
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.11,Ensure all open comments are resolved before allowing code change merging (Manual),medium,True,"[""github""]",484
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.12,Ensure verification of signed commits for new changes before merging (Manual),medium,True,"[""github""]",485
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.13,Ensure linear history is required,medium,True,"[""github""]",486
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.14,Ensure branch protection rules are enforced for administrators (Manual),medium,True,"[""github""]",487
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.15,Ensure pushing or merging of new code is restricted to specific individuals or teams (Manual),medium,True,"[""github""]",488
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.16,Ensure force push code to branches is denied,medium,True,"[""github""]",489
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.17,Ensure branch deletions are denied,medium,True,"[""github""]",490
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.18,Ensure any merging of code is automatically scanned for risks (Manual),medium,True,"[""github""]",491
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.19,Ensure any changes to branch protection rules are audited,medium,True,"[""github""]",492
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.1.20,Ensure branch protection is enforced on the default branch,medium,True,"[""github""]",493
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.2.1,Ensure all public repositories contain a SECURITY.md file,medium,True,"[""github""]",494
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.2.2,Ensure repository creation is limited to specific members,medium,True,"[""github""]",495
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.2.3,Ensure repository deletion is limited to specific users,medium,True,"[""github""]",496
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.2.4,Ensure issue deletion is limited to specific users,medium,True,"[""github""]",497
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.2.5,Ensure all copies (forks) of code are tracked and accounted for (Manual),medium,True,"[""github""]",498
Cloud/SaaS,CIS_GITHUB_v1.2.0,1.2.6,Ensure all code projects are tracked for changes in visibility status (Manual),medium,True,"[""github""]",499
