benchmark,rule_id,title,runner_type,why_dead
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,7.6,Ensure Audit Logging is Enabled,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,7.7,Ensure Regular Updates and Patches,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,7.8,Ensure to Implement Monitoring and Alerting,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,7.9,Ensure to Implement Backup and Disaster Recovery,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,8.1,Ensure Keyspace Security is Configured,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,8.2,Ensure Network Security is Enabled,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,8.3,Ensure Data at Rest and in Transit is Encrypted,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,8.4,Ensure Amazon Keyspaces tables have Point-in-Time Recovery (PITR) enabled (Manual),aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.1,Ensure Network Security is Enabled,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.10,Ensure Database has delete protection enabled,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.11,Ensure Neptune DB instances are deployed across multiple Availability Zones (AZs) (Manual),aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.2,Ensure Data at Rest is Encrypted,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.3,Ensure Data in Transit is Encrypted,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.4,Ensure Authentication and Access Control is Enabled,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.5,Ensure Audit Logging is Enabled,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.6,Ensure Security Configurations are Reviewed Regularly,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.8,Ensure Neptune Database is not Publicly accessible,aws_readonly,kind:any placeholder
CIS_AWS_Database_Services_Benchmark_v2.0.0_-_PDF,9.9,Ensure Neptune Database has automatic backups enabled,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.1,Ensure Administration of WorkSpaces is defined using IAM,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.11,Ensure your WorkSpaces image has the appropriate CIS Operating System Benchmark applied (Manual),aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.12,Restrict WorkSpaces Bundle options to organization approved versions (Manual),aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.14,Ensure WorkSpaces that are not being utilized are removed.,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.17,Ensure WorkSpaces API requests flow through a VPC Endpoint (Automated),aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.18,Ensure Radius server is using the recommended security protocol (Automated),aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.2,Ensure MFA is enabled for WorkSpaces users,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.3,Ensure WorkSpace volumes are encrypted.,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,2.4,Ensure WorkSpaces are deployed in their own virtual private cloud (VPC) (Manual),aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,4.1,Ensure Administrators of WorkDocs is defined using IAM,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,4.2,Ensure MFA is enabled for WorkDoc users,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,5.2,Ensure a VPC Endpoint is set for AppStream,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,5.3,Ensure maximum session duration is no longer than 10 hours,aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,5.5,Ensure session Idle disconnect timeout is set to 10 minutes or less (Automated),aws_readonly,kind:any placeholder
CIS_AWS_End_User_Compute_Services_Benchmark_v1.2.0,5.7,Ensure Operating system updates are applied to your base image every 30 days. (Manual),aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,1.2,Ensure securing AWS Backups,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,1.3,Ensure to create backup template and name,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,1.4,Ensure to create AWS IAM Policies,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,1.5,Ensure to create IAM roles for Backup,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,1.6,Ensure AWS Backup with Service Linked Roles,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.10,Ensure Resource Access via Tag-based Policies,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.11,Ensure Secure Password Policy Implementation,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.12,Ensure Monitoring EC2 and EBS with CloudWatch,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.4,Ensure the creation of a new volume,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.5,Ensure creating snapshots of EBS volumes,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.6,Ensure Proper IAM Configuration for EC2 Instances,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.7,Ensure creating IAM User,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.8,Ensure the Creation of IAM Groups,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,2.9,Ensure Granular Policy Creation,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,3.1,EFS (Manual),aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,3.10,Ensure managing AWS EFS access points,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,3.12,Ensure configuring IAM for AWS Elastic Disaster Recovery,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,3.2,Ensure Implementation of EFS,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,3.3,Ensure EFS and VPC Integration,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,3.6,Ensure Secure Ports,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,3.9,Ensure using VPC endpoints - EFS,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,4.4,Ensure the creation of Elastic File Cache,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,4.5,Ensure installation and configuration of Lustre Client,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,4.7,Ensure mounting FSx cache,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,5.1,Amazon Simple Storage Service,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.1,Ensure Elastic Disaster Recovery is Configured,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.12,Ensure CloudWatch Metrics for AWS EDR,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.3,Ensure functionality of Endpoint Detection and Response (EDR) (Manual),aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.4,Ensure configuration of replication settings,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.5,Ensure proper IAM configuration for AWS Elastic Disaster Recovery (Manual),aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.6,Ensure installation of the AWS Replication Agent,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.8,Ensure execution of a recovery drill,aws_readonly,kind:any placeholder
CIS_AWS_Storage_Services_Benchmark_v1.0.0,6.9,Ensure Continuous Disaster Recovery Operations,aws_readonly,kind:any placeholder
CIS_DEBIAN_LINUX_10_v2.0.0,2.2.16,Ensure mail transfer agent is configured for local-only mode (Automated),linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_10_v2.0.0,3.4.1.6,Ensure ufw firewall rules exist for all open ports,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_10_v2.0.0,5.2.3.6,Ensure use of privileged commands are collected,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_10_v2.0.0,6.2.9,Ensure root PATH Integrity,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_STIG_v1.0.0,2.2.16,Ensure mail transfer agent is configured for local-only mode (Automated),linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_STIG_v1.0.0,3.4.1.6,Ensure ufw firewall rules exist for all open ports,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_STIG_v1.0.0,5.2.3.6,Ensure use of privileged commands are collected,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_STIG_v1.0.0,6.2.9,Ensure root PATH Integrity,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_v2.0.0,4.1.6,Ensure ufw firewall rules exist for all open ports,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_v2.0.0,5.4.1.6,Ensure all users last password change date is in the past,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_v2.0.0,5.4.2.5,Ensure root path integrity,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_v2.0.0,6.4.3.19,Ensure kernel module loading unloading and modification is collected (Automated),linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_11_v2.0.0,6.4.3.6,Ensure use of privileged commands are collected,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_13_v1.0.0,5.1.13,Ensure sshd post-quantum cryptography key exchange algorithms are configured (Automated),linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_13_v1.0.0,5.4.1.6,Ensure all users last password change date is in the past,linux_ssh,dangling-pipe command
CIS_DEBIAN_LINUX_13_v1.0.0,6.2.3.10,Ensure use of privileged commands are collected,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.1.2,Ensure nosuid option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.1.3,Ensure noexec option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.2.2,Ensure nosuid option set on /home partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.3.2,Ensure nosuid option set on /var partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.4.2,Ensure nosuid option set on /var/tmp partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.4.3,Ensure noexec option set on /var/tmp partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.5.2,Ensure nosuid option set on /var/log partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.5.3,Ensure noexec option set on /var/log partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.6.2,Ensure nosuid option set on /var/audit partition,linux_ssh,dangling-pipe command
CIS_FREEBSD_14_v1.0.1,1.1.2.6.3,Ensure noexec option set on /var/audit partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.10,Ensure nodev option set on /dev/shm partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.11,Ensure nosuid option set on /dev/shm partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.12,Ensure noexec option set on /dev/shm partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.3,Ensure nodev option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.4,Ensure nosuid option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.5,Ensure noexec option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.6,Ensure nosuid option set on /var partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.7,Ensure noexec option set on /var partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.8,Ensure nodev option set on /var partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,1.1.9,Ensure nodev option set on /home partition,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,5.3.1.5,Ensure all users last password change date is in the past,linux_ssh,dangling-pipe command
CIS_Google_Container-Optimized_OS_Benchmark_v1.2.0,6.2.6,Ensure root PATH Integrity,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,3.1,Ensure default user umask is configured,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.1.2.10,Ensure all directories in root PATH access are configured,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.1.2.4,Ensure access on /audit and /etc/security/audit is configured,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.18,Ensure rexd daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.19,Ensure rlogin daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.20,Ensure rquotad daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.23,Ensure rusersd daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.24,Ensure rwalld daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.25,Ensure shell daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.27,Ensure talk daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.29,Ensure tftpd daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.30,Ensure time daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.31,Ensure uucp daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.3.4.32,Ensure xmquery daemon is not in use,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.4.1.5,Ensure NFS exports use allow lists,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,4.4.1.6,Ensure access by root over nfs is disabled or blocked,linux_ssh,dangling-pipe command
CIS_IBM_AIX_7_v1.2.0,5.1.1,Ensure all local user accounts have a hashed password,linux_ssh,dangling-pipe command
CIS_IBM_Cloud_Foundations_Benchmark_v2.0.0,2.1.1.1,Ensure Cloud Object Storage encryption is done with customer managed keys (Manual),aws_readonly,kind:any placeholder
CIS_Microsoft_Windows_10_EMS_Gateway_Benchmark_v3.0.0,18.10.65.3,Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled' (Automated),windows_winrm,TODO stub
CIS_Microsoft_Windows_10_Enterprise_Benchmark_v4.0.0,18.10.66.2,Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled' (Automated),windows_winrm,TODO stub
CIS_Microsoft_Windows_10_Stand-alone_Benchmark_v4.0.0,18.10.66.2,Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled' (Automated),windows_winrm,TODO stub
CIS_Microsoft_Windows_11_Enterprise_Benchmark_v5.0.1,18.10.66.2,Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled' (Automated),windows_winrm,TODO stub
CIS_Microsoft_Windows_11_Stand-alone_Benchmark_v5.0.0,18.10.66.2,Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled' (Automated),windows_winrm,TODO stub
CIS_Microsoft_Windows_8.1_Workstation_Benchmark_v2.4.0_ARCHIVE,18.9.69.1,Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled' (Scored),windows_winrm,TODO stub
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.10,Ensure noexec option set on /var/tmp partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.14,Ensure nodev option set on /home partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.15,Ensure nodev option set on /dev/shm partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.16,Ensure nosuid option set on /dev/shm partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.17,Ensure noexec option set on /dev/shm partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.3,Ensure nodev option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.4,Ensure nosuid option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.5,Ensure noexec option set on /tmp partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.8,Ensure nodev option set on /var/tmp partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,1.1.9,Ensure nosuid option set on /var/tmp partition,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,2.2.18,Ensure mail transfer agent is configured for local-only mode,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_6_Benchmark_v2.0.0_ARCHIVE,5.5.1.5,Ensure all users last password change date is in the past,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_7_Benchmark_v4.0.0_ARCHIVE,4.5.1.5,Ensure all users last password change date is in the past,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_7_Benchmark_v4.0.0_ARCHIVE,4.5.2.4,Ensure root password is set,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_7_Benchmark_v4.0.0_ARCHIVE,5.2.3.6,Ensure use of privileged commands are collected,linux_ssh,dangling-pipe command
CIS_Oracle_Linux_7_Benchmark_v4.0.0_ARCHIVE,6.2.8,Ensure root path integrity,linux_ssh,dangling-pipe command
CIS_Oracle_MySQL_Community_Server_5.6_Benchmark_v2.0.0_ARCHIVE,3.8,Ensure Plugin Directory Has Appropriate Permissions,linux_ssh,dangling-pipe command
CIS_Oracle_MySQL_Community_Server_5.7_Benchmark_v2.0.0_ARCHIVE,3.8,Ensure Plugin Directory Has Appropriate Permissions,linux_ssh,dangling-pipe command
CIS_Oracle_MySQL_Community_Server_8.4_Benchmark_v1.1.0,3.8,Ensure Plugin Directory Has Appropriate Permissions,linux_ssh,dangling-pipe command
